,x1,x1_s,x2,x3,x3_s,x4,y
139,4164.162512,-0.953955824,1,97,1.509414649,1,1
140,14961.04584,-0.732044003,0,97,1.509414649,0,1
141,42137.3391,-0.173480891,1,69,-0.88086319,1,0
142,37197.76084,-0.275005635,1,98,1.594781714,0,0
143,30592.30946,-0.410769605,1,99,1.68014878,1,1
144,18268.38953,-0.664067102,0,85,0.48500986,1,1
145,91513.31977,0.841359548,1,72,-0.624761993,1,0
146,31741.38069,-0.387152374,1,90,0.911845189,1,1
147,22189.74696,-0.58347018,1,85,0.48500986,1,0
148,64114.29583,0.278218581,1,79,-0.027192534,1,1
149,18427.80933,-0.660790496,1,74,-0.454027862,1,1
150,65964.45178,0.316245432,0,87,0.655743992,0,0
151,105540.0963,1.129656405,1,81,0.143541598,1,0
152,13486.50165,-0.762350784,0,92,1.08257932,1,1
153,14059.8886,-0.750565778,1,93,1.167946386,1,0
154,16182.22415,-0.706944731,0,60,-1.649166781,1,0
155,80170.15236,0.608219773,1,87,0.655743992,1,0
156,135741.6228,1.75039811,1,79,-0.027192534,1,0
157,66835.40335,0.33414638,1,89,0.826478123,0,0
158,74293.91931,0.487443662,1,86,0.570376926,1,1
159,146061.3541,1.962502872,0,94,1.253313452,1,1
160,25412.48575,-0.517232191,1,65,-1.222331453,0,0
161,7236.472308,-0.890809651,0,96,1.424047583,0,1
162,7248.469378,-0.890563072,1,78,-0.112559599,0,1
163,102565.6474,1.068521598,1,86,0.570376926,1,0
164,12885.78094,-0.774697591,0,65,-1.222331453,0,0
165,75508.12991,0.512399724,0,75,-0.368660796,1,0
166,30016.28702,-0.42260878,0,76,-0.283293731,1,0
167,84880.90261,0.705041341,1,94,1.253313452,1,0
168,57612.37051,0.144582415,1,70,-0.795496125,1,0
169,42519.0108,-0.16563627,1,83,0.314275729,1,0
170,120470.4472,1.436524717,0,65,-1.222331453,0,0
171,18308.48125,-0.663243084,0,93,1.167946386,1,1
172,42782.1957,-0.160226946,0,100,1.765515846,1,0
173,28156.19162,-0.46083992,1,67,-1.051597322,1,0
174,11726.97525,-0.798514897,0,75,-0.368660796,0,1
175,128757.3033,1.606847141,1,81,0.143541598,1,1
176,25534.57206,-0.514722912,1,86,0.570376926,1,0
177,27835.40643,-0.467433121,1,95,1.338680517,1,0
178,14448.14806,-0.742585756,1,78,-0.112559599,1,1
179,30859.28569,-0.405282357,1,88,0.741111057,0,1
180,41789.52118,-0.180629705,1,89,0.826478123,1,1
181,83604.00684,0.678796891,0,62,-1.47843265,1,0
182,21112.34304,-0.605614409,1,82,0.228908663,0,0
183,36155.52708,-0.296427001,1,63,-1.393065584,1,0
184,20727.54762,-0.613523234,1,94,1.253313452,1,0
185,30954.0018,-0.403335626,0,61,-1.563799716,1,1
186,28656.3387,-0.450560236,1,96,1.424047583,0,0
187,7329.965532,-0.888888055,0,66,-1.136964387,1,0
188,46624.3965,-0.081256955,1,76,-0.283293731,0,0
189,45264.001,-0.109217602,0,82,0.228908663,1,1
190,36107.80737,-0.2974078,1,98,1.594781714,0,1
191,112600.5211,1.27477159,0,75,-0.368660796,1,0
192,218465.5229,3.45064908,1,65,-1.222331453,1,1
193,20494.99003,-0.618303065,1,60,-1.649166781,1,0
194,4362.777216,-0.949873632,1,67,-1.051597322,1,1
195,65056.29374,0.297579767,1,61,-1.563799716,0,0
196,45656.02103,-0.101160288,1,69,-0.88086319,0,0
197,4798.518191,-0.940917708,1,62,-1.47843265,1,1
198,5179.611401,-0.933084976,0,85,0.48500986,1,1
199,26376.51993,-0.497418086,0,84,0.399642795,0,0
200,35866.72698,-0.302362803,1,70,-0.795496125,1,1
201,25774.04776,-0.50980089,0,71,-0.710129059,1,1
202,68294.39192,0.364133443,0,92,1.08257932,0,1
203,24225.96543,-0.541619125,1,68,-0.966230256,0,1
204,14721.51852,-0.736967085,1,94,1.253313452,1,1
205,7550.652259,-0.884352209,1,66,-1.136964387,1,1
206,33458.19805,-0.351866074,0,82,0.228908663,1,0
207,3172.205784,-0.974343831,1,71,-0.710129059,1,1
208,50380.6089,-0.004054311,1,96,1.424047583,1,0
209,194132.0339,2.950515042,1,66,-1.136964387,1,1
210,40351.20502,-0.210191881,1,98,1.594781714,1,0
211,34747.34048,-0.325369914,1,96,1.424047583,1,0
212,48064.34515,-0.051661226,1,81,0.143541598,1,0
213,252.6544181,-1.03435031,0,73,-0.539394928,1,1
214,158933.4969,2.22706817,1,60,-1.649166781,1,1
215,133855.7103,1.711636342,0,96,1.424047583,0,1
216,59532.36086,0.184044595,1,88,0.741111057,1,0
217,8326.036274,-0.868415492,0,83,0.314275729,1,1
218,379.8678052,-1.031735653,1,78,-0.112559599,1,0
219,23148.14951,-0.563771823,0,62,-1.47843265,1,1
220,125051.0191,1.530670686,0,97,1.509414649,0,1
221,26487.49917,-0.495137094,1,89,0.826478123,1,1
222,24583.73441,-0.534265784,1,96,1.424047583,1,0
223,8927.93925,-0.856044386,0,85,0.48500986,1,1
224,652.9283775,-1.026123351,1,77,-0.197926665,1,1
225,1750.382059,-1.003567032,1,78,-0.112559599,1,0
226,62648.24089,0.248086282,0,78,-0.112559599,1,0
227,5222.388639,-0.932205762,0,77,-0.197926665,0,1
228,29429.06024,-0.434678241,1,84,0.399642795,1,1
229,136156.0679,1.758916333,1,71,-0.710129059,1,0
230,94454.55465,0.901811696,0,69,-0.88086319,1,0
231,16439.99983,-0.701646585,0,76,-0.283293731,0,1
232,58290.34047,0.15851695,0,72,-0.624761993,0,1
233,149228.6097,2.027600497,0,96,1.424047583,0,0
234,5271.759702,-0.931191022,0,85,0.48500986,0,1
235,41729.15946,-0.181870339,1,64,-1.307698519,1,1
236,120343.1315,1.433907958,1,99,1.68014878,0,0
237,17169.24012,-0.686658274,0,61,-1.563799716,1,1
238,32284.60705,-0.375987268,1,67,-1.051597322,1,0
239,41621.95828,-0.18407368,1,90,0.911845189,1,0
240,16629.07687,-0.697760423,1,89,0.826478123,1,1
241,13651.7976,-0.758953403,1,71,-0.710129059,1,1
242,49464.44537,-0.022884515,1,66,-1.136964387,1,0
243,151490.7826,2.074095664,1,87,0.655743992,0,1
244,21625.03318,-0.595076924,1,71,-0.710129059,0,0
245,150848.8491,2.060901799,0,67,-1.051597322,1,1
246,7465.414324,-0.886104132,1,78,-0.112559599,1,1
247,77370.0336,0.55066803,1,83,0.314275729,1,0
248,85435.42236,0.716438564,1,62,-1.47843265,1,0
249,115765.1938,1.339816127,0,89,0.826478123,0,1
250,34645.2771,-0.327467656,1,75,-0.368660796,1,0
251,16435.35141,-0.701742125,0,96,1.424047583,1,1
252,17188.73107,-0.68625767,0,90,0.911845189,0,1
253,8410.113445,-0.866687427,0,77,-0.197926665,0,1
254,113230.8418,1.287726775,1,68,-0.966230256,1,0
255,32140.32066,-0.378952832,0,77,-0.197926665,1,0
256,61675.35269,0.228090197,1,91,0.997212255,1,0
257,64423.42633,0.28457224,1,92,1.08257932,0,0
258,62931.3454,0.25390502,1,66,-1.136964387,0,0
259,110745.2923,1.236640475,0,60,-1.649166781,1,1
260,2092.971862,-0.996525673,1,78,-0.112559599,1,1
261,12286.91653,-0.787006244,0,80,0.058174532,1,1
262,25646.55258,-0.51242134,0,93,1.167946386,1,1
263,124332.2396,1.51589738,1,73,-0.539394928,1,0
264,33818.78533,-0.344454807,0,76,-0.283293731,0,1
265,31830.42258,-0.385322267,1,78,-0.112559599,1,0
266,99261.58357,1.00061211,1,86,0.570376926,1,0
267,11003.1497,-0.813391917,0,99,1.68014878,1,1
268,21959.39296,-0.58820472,1,77,-0.197926665,1,1
269,18051.18058,-0.668531468,1,80,0.058174532,1,1
270,31155.76305,-0.399188762,0,84,0.399642795,0,1
271,34521.03662,-0.33002121,0,84,0.399642795,0,1
272,60699.26242,0.208028299,1,77,-0.197926665,1,0
273,71380.22593,0.427557583,1,75,-0.368660796,1,0
274,35254.55646,-0.314944941,1,62,-1.47843265,0,0
275,19809.61529,-0.632389793,1,81,0.143541598,1,0
276,69122.0155,0.381143857,1,96,1.424047583,1,0
277,34269.90355,-0.335182829,1,97,1.509414649,1,1
278,21017.8685,-0.607556175,0,95,1.338680517,1,1
279,128262.9463,1.596686462,1,85,0.48500986,1,0
280,22339.43197,-0.580393655,1,74,-0.454027862,1,0
281,59255.70838,0.178358468,0,67,-1.051597322,0,0
282,167078.2715,2.394470347,1,81,0.143541598,1,1
283,47254.13732,-0.068313689,1,80,0.058174532,1,0
284,192104.6014,2.908844568,0,86,0.570376926,1,1
285,65532.01456,0.307357411,1,88,0.741111057,1,0
286,14842.73466,-0.73447569,0,92,1.08257932,1,1
287,33963.54653,-0.341479484,1,94,1.253313452,0,1
288,126967.2018,1.570054609,0,77,-0.197926665,1,0
289,1676.905809,-1.005077213,1,65,-1.222331453,1,0
290,4925.029204,-0.938317486,0,93,1.167946386,1,1
291,67774.36104,0.353445081,1,68,-0.966230256,1,0
292,72767.72344,0.456075267,0,80,0.058174532,0,0
293,5501.346297,-0.926472255,1,84,0.399642795,1,1
294,32720.07091,-0.367037039,0,69,-0.88086319,1,1
295,11796.66177,-0.797082608,0,63,-1.393065584,1,1
296,36184.66207,-0.29582818,0,71,-0.710129059,0,1
297,122215.1074,1.47238328,1,78,-0.112559599,1,0
298,48760.85627,-0.037345609,1,97,1.509414649,1,0
299,2917.955174,-0.979569525,0,65,-1.222331453,0,1
300,107487.0245,1.169672248,0,87,0.655743992,0,1
301,18981.68803,-0.649406448,1,64,-1.307698519,1,0
302,11930.32509,-0.794335383,1,88,0.741111057,1,1
303,80698.68637,0.619082903,0,85,0.48500986,1,0
304,11437.65685,-0.804461352,0,72,-0.624761993,1,1
305,29218.17838,-0.439012564,1,67,-1.051597322,1,0
306,45208.01711,-0.110368257,0,80,0.058174532,0,0
307,118306.1757,1.392041748,1,88,0.741111057,1,0
308,62058.11556,0.235957245,1,86,0.570376926,0,0
309,52965.65653,0.049077005,1,74,-0.454027862,1,0
310,49642.63532,-0.01922212,0,79,-0.027192534,0,1
311,37011.55129,-0.27883286,0,67,-1.051597322,1,1
312,54270.26488,0.075891041,1,91,0.997212255,1,1
313,100591.1045,1.027938181,1,62,-1.47843265,0,0
314,24676.63107,-0.532356449,1,93,1.167946386,1,1
315,51331.04659,0.015480341,0,96,1.424047583,1,0
316,31703.42671,-0.387932454,1,59,-1.734533847,0,0
317,43500.08175,-0.145472003,0,91,0.997212255,0,1
318,6296.098209,-0.910137463,0,73,-0.539394928,0,0
319,22543.18787,-0.576205795,1,95,1.338680517,1,1
320,48404.25718,-0.044674905,1,90,0.911845189,1,1
321,1712.756042,-1.004340371,0,66,-1.136964387,1,0
322,27491.87153,-0.474493905,0,92,1.08257932,1,1
323,54861.56967,0.088044319,0,80,0.058174532,0,0
324,145288.5522,1.946619225,1,95,1.338680517,1,1
325,47270.51691,-0.067977034,0,97,1.509414649,0,1
326,2166.315616,-0.995018215,1,77,-0.197926665,1,0
327,70022.76597,0.399657271,1,84,0.399642795,0,0
328,116430.0554,1.353481243,0,65,-1.222331453,0,0
329,52397.43371,0.037398139,1,85,0.48500986,1,0
330,163535.7171,2.321659085,0,86,0.570376926,0,1
331,57784.91306,0.148128738,1,98,1.594781714,1,0
332,13327.42481,-0.765620342,0,83,0.314275729,0,1
333,29863.62402,-0.425746512,1,64,-1.307698519,0,0
334,86887.19067,0.746277226,0,69,-0.88086319,1,1
335,90994.32011,0.83069238,1,64,-1.307698519,1,0
336,16202.19335,-0.706534298,0,71,-0.710129059,0,1
337,35128.74731,-0.317530737,1,97,1.509414649,1,0
338,15037.74345,-0.730467612,0,88,0.741111057,0,1
339,20419.30226,-0.6198587,1,77,-0.197926665,0,0
340,1272.89677,-1.013380941,1,70,-0.795496125,1,1
341,19270.75996,-0.64346506,1,99,1.68014878,1,0
342,34057.28405,-0.339552866,0,68,-0.966230256,1,0
343,26435.10401,-0.496213988,0,66,-1.136964387,1,0
344,14130.93226,-0.749105595,0,89,0.826478123,1,0
345,23372.58435,-0.559158942,1,90,0.911845189,0,0
346,77959.42761,0.562782035,0,87,0.655743992,1,0
347,34018.45908,-0.340350848,0,86,0.570376926,1,0
348,115731.4855,1.33912331,1,100,1.765515846,1,0
349,91206.11008,0.835045368,1,73,-0.539394928,1,0
350,30360.66245,-0.415530721,0,77,-0.197926665,0,1
351,93796.3535,0.888283476,0,71,-0.710129059,1,0
352,145512.1584,1.951215076,1,89,0.826478123,1,0
353,8555.31463,-0.86370306,1,90,0.911845189,1,0
354,2638.301426,-0.985317339,0,66,-1.136964387,0,1
355,66625.74475,0.3298372,0,81,0.143541598,1,0
356,16744.58006,-0.695386449,0,76,-0.283293731,1,1
357,79336.63847,0.591088294,0,93,1.167946386,0,0
358,17082.20821,-0.688447069,0,93,1.167946386,1,1
359,26341.10572,-0.498145965,0,81,0.143541598,0,1
360,126496.2146,1.560374255,1,90,0.911845189,1,0
361,81499.14397,0.635534966,0,82,0.228908663,1,0
362,7562.008454,-0.884118802,1,99,1.68014878,1,1
363,12493.41886,-0.782761935,1,60,-1.649166781,1,1
364,4726.122723,-0.942405675,1,87,0.655743992,1,1
365,77934.06177,0.562260683,1,82,0.228908663,0,0
366,295.8737547,-1.033462009,1,89,0.826478123,1,1
367,84799.67415,0.703371826,1,78,-0.112559599,0,0
368,43118.69005,-0.153310869,0,79,-0.027192534,0,1
369,46686.78587,-0.079974646,0,80,0.058174532,0,1
370,25364.79032,-0.51821249,1,60,-1.649166781,0,0
371,116087.4705,1.346439985,1,67,-1.051597322,1,0
372,140284.7685,1.843774847,1,63,-1.393065584,1,1
373,14847.11659,-0.734385627,0,77,-0.197926665,0,1
374,11363.67358,-0.805981954,0,87,0.655743992,1,1
375,11735.3102,-0.798343587,0,76,-0.283293731,1,1
376,51792.76946,0.02497028,0,82,0.228908663,0,1
377,34901.72112,-0.322196879,0,89,0.826478123,1,0
378,83633.32739,0.679399525,1,67,-1.051597322,0,0
379,126983.3433,1.57038637,1,84,0.399642795,0,1
380,50762.93267,0.003803712,1,63,-1.393065584,1,0
381,26371.23535,-0.497526701,1,98,1.594781714,1,1
382,20143.54913,-0.625526343,1,64,-1.307698519,1,0
383,27099.38241,-0.48256086,1,84,0.399642795,0,0
384,20737.71388,-0.613314283,1,78,-0.112559599,1,1
385,36866.79094,-0.281808166,1,86,0.570376926,1,1
386,15089.3931,-0.72940604,1,96,1.424047583,0,0
387,5012.280435,-0.936524183,1,87,0.655743992,1,1
388,87812.46356,0.765294658,1,68,-0.966230256,1,0
389,19230.31651,-0.644296307,1,76,-0.283293731,1,0
390,78421.30463,0.572275142,0,59,-1.734533847,1,0
391,6426.598121,-0.907455256,1,80,0.058174532,1,1
392,95342.0842,0.920053377,1,62,-1.47843265,1,0
393,79898.36344,0.602633608,0,82,0.228908663,0,0
394,20918.4245,-0.60960008,1,70,-0.795496125,1,1
395,111021.2428,1.242312174,1,62,-1.47843265,1,0
396,43895.23305,-0.137350331,0,74,-0.454027862,0,0
397,4167.202418,-0.953893344,1,73,-0.539394928,1,0
398,88630.01074,0.782097968,1,95,1.338680517,1,0
399,55787.11149,0.107067278,0,75,-0.368660796,1,1
400,116504.8473,1.355018466,1,92,1.08257932,0,0
401,8421.509853,-0.866453193,0,84,0.399642795,0,1
402,54481.2497,0.08022748,1,65,-1.222331453,1,0
403,72301.13326,0.446485288,1,98,1.594781714,1,0
404,24719.5432,-0.531474462,1,72,-0.624761993,1,1
405,80450.38972,0.613979582,1,94,1.253313452,1,0
406,80534.90398,0.615716631,0,72,-0.624761993,1,1
407,74042.37287,0.482273547,0,77,-0.197926665,1,0
408,50102.08047,-0.009778996,1,79,-0.027192534,0,0
409,9135.997171,-0.851768105,1,95,1.338680517,1,1
410,5008.565663,-0.936600534,1,93,1.167946386,0,1
411,57538.40306,0.143062138,1,84,0.399642795,1,1
412,7145.330269,-0.892682923,1,60,-1.649166781,1,1
413,72389.74902,0.448306637,1,95,1.338680517,1,0
414,10290.92532,-0.828030494,1,90,0.911845189,1,1
415,109592.4825,1.212946405,0,69,-0.88086319,0,0
416,4716.736916,-0.942598585,1,77,-0.197926665,0,1
417,67517.65935,0.348169008,1,97,1.509414649,1,0
418,54283.70381,0.076167256,1,87,0.655743992,1,0
419,19444.86056,-0.639886714,0,79,-0.027192534,0,1
420,27674.14062,-0.47074767,1,62,-1.47843265,0,1
421,208362.8613,3.243005823,1,92,1.08257932,1,1
422,46618.38183,-0.081380576,1,76,-0.283293731,1,0
423,76860.81118,0.540201818,0,79,-0.027192534,1,0
424,128774.8917,1.607208641,0,67,-1.051597322,0,1
425,91551.41152,0.84214246,0,64,-1.307698519,1,0
426,91946.77589,0.850268511,0,66,-1.136964387,0,1
427,135551.7835,1.746496282,0,70,-0.795496125,1,1
428,57734.87757,0.147100342,0,61,-1.563799716,0,0
429,8388.770954,-0.867126086,1,74,-0.454027862,1,1
430,26312.06275,-0.498742895,1,81,0.143541598,1,1
431,32345.28934,-0.374740045,0,89,0.826478123,0,1
432,95532.52337,0.923967534,0,79,-0.027192534,0,0
433,58686.06115,0.166650325,1,98,1.594781714,0,0
434,117165.292,1.368592798,0,71,-0.710129059,1,1
435,37525.9755,-0.268259733,1,87,0.655743992,1,0
436,4055.904856,-0.956180879,1,70,-0.795496125,1,0
437,3929.709317,-0.958774616,0,76,-0.283293731,0,1
438,33542.99343,-0.350123247,1,91,0.997212255,1,1
439,112181.7644,1.266164749,1,88,0.741111057,0,0
440,270410.8589,4.518298308,1,95,1.338680517,0,1
441,5377.123443,-0.929025447,0,78,-0.112559599,1,1
442,102163.8115,1.060262535,0,60,-1.649166781,1,0
443,7286.281581,-0.889785905,1,69,-0.88086319,1,0
444,139758.5824,1.832959975,1,65,-1.222331453,1,1
445,68404.20286,0.366390422,1,62,-1.47843265,0,0
446,62675.39803,0.248644451,1,60,-1.649166781,1,0
447,16965.64777,-0.690842773,1,98,1.594781714,1,0
448,9109.326871,-0.852316268,1,87,0.655743992,1,1
449,106981.3945,1.159279871,0,94,1.253313452,0,0
450,6869.976996,-0.898342347,0,94,1.253313452,1,1
451,47233.77726,-0.068732156,1,77,-0.197926665,1,0
452,3536.550351,-0.966855339,1,65,-1.222331453,0,1
453,32610.20223,-0.369295205,1,68,-0.966230256,1,0
454,104620.57,1.110757085,0,80,0.058174532,0,0
455,10304.07813,-0.82776016,0,100,1.765515846,0,1
456,130794.2186,1.648712518,1,92,1.08257932,0,1
457,88134.99379,0.771923725,0,72,-0.624761993,1,1
458,1349.933295,-1.011797584,0,68,-0.966230256,1,1
459,93096.35251,0.87389613,0,65,-1.222331453,0,0
460,9806.537814,-0.837986267,1,76,-0.283293731,0,1
461,9117.010585,-0.852158342,1,71,-0.710129059,1,1
462,1433.41592,-1.010081739,1,81,0.143541598,1,1
463,79703.96542,0.598638083,0,99,1.68014878,0,0
464,24031.60916,-0.545613792,1,66,-1.136964387,1,0
465,86193.19774,0.732013365,1,83,0.314275729,1,0
466,61760.77961,0.229846004,1,62,-1.47843265,0,0
467,1627.651253,-1.006089557,1,60,-1.649166781,1,1
468,10741.40484,-0.818771644,1,68,-0.966230256,0,1
469,31717.69471,-0.3876392,0,90,0.911845189,1,0
470,121732.478,1.462463643,0,64,-1.307698519,1,1
471,43322.857,-0.14911456,0,62,-1.47843265,1,1
472,56945.02154,0.130866177,1,89,0.826478123,0,0
473,12294.07666,-0.786859079,1,85,0.48500986,1,0
474,42715.48167,-0.161598141,1,66,-1.136964387,1,0
475,24492.93817,-0.536131949,1,60,-1.649166781,0,0
476,7923.934256,-0.876680024,1,62,-1.47843265,1,1
477,37031.23112,-0.278428374,0,79,-0.027192534,1,0
478,26246.36523,-0.500093197,0,96,1.424047583,1,1
479,40208.49024,-0.213125144,0,66,-1.136964387,1,0
